Unité;F;f_chapitre 22;score_chapitre 22
enrégimenter;1;0;-0.0485
meurtre;1;0;-0.0485
brigandage;1;0;-0.0485
discipline;1;0;-0.0485
paix;1;0;-0.0485
dispute;1;0;-0.0485
lunette;1;0;-0.0485
distance;1;0;-0.0485
lâcher;1;0;-0.0485
bordée;1;0;-0.0485
distinctement;1;0;-0.0485
centaine;1;0;-0.0485
effroyable;1;0;-0.0485
diabolique;1;0;-0.0485
éclatant;1;0;-0.0485
détacher;1;0;-0.0485
chaloupe;1;0;-0.0485
tous;1;0;-0.0485
scélérat;1;0;-0.0485
ensevelir;1;0;-0.0485
communiquer;1;0;-0.0485
Puisque;1;0;-0.0485
folle|fou;1;0;-0.0485
ruser;1;0;-0.0485
communément;1;0;-0.0485
bête;1;0;-0.0485
principal;1;0;-0.0485
occupation;1;0;-0.0485
médire;1;0;-0.0485
chaos;1;0;-0.0485
presse;1;0;-0.0485
séjourner;1;0;-0.0485
filou;1;0;-0.0485
foire;1;0;-0.0485
Saint-Germain;1;0;-0.0485
voleur;1;0;-0.0485
correcteur;1;0;-0.0485
imprimerie;1;0;-0.0485
écrivant;1;0;-0.0485
cabalante;1;0;-0.0485
convulsionnaire;1;0;-0.0485
Très-volontiers;1;0;-0.0485
originairement;1;0;-0.0485
rêverie;1;0;-0.0485
débiter;1;0;-0.0485
formé;1;0;-0.0485
mutuellement;1;0;-0.0485
menteur;1;0;-0.0485
fourbe;1;0;-0.0485
perfide;1;0;-0.0485
volage;1;0;-0.0485
lâche;1;0;-0.0485
envieux;1;0;-0.0485
gourmand;1;0;-0.0485
ivrogne;1;0;-0.0485
avare;1;0;-0.0485
ambitieux;1;0;-0.0485
sanguinaire;1;0;-0.0485
calomniateur;1;0;-0.0485
débaucher;1;0;-0.0485
fanatique;1;0;-0.0485
hypocrite;1;0;-0.0485
pigeon;1;0;-0.0485
changer;1;0;-0.0485
arbitre;1;0;-0.0485
angleterre;1;0;-0.0485
Quelque;1;0;-0.0485
choser;1;0;-0.0485
folie;1;0;-0.0485
dépenser;1;0;-0.0485
atrabilaire;1;0;-0.0485
causant;1;0;-0.0485
multitude;1;0;-0.0485
bandé;1;0;-0.0485
poster;1;0;-0.0485
vis-à-vis;1;0;-0.0485
crâne;1;0;-0.0485
paisiblement;1;0;-0.0485
démon;1;0;-0.0485
incontestable;1;0;-0.0485
répliqua-t;1;0;-0.0485
étourdir;1;0;-0.0485
choquer;1;0;-0.0485
(;1;0;-0.0485
);1;0;-0.0485
délai;1;0;-0.0485
détroit;1;0;-0.0485
embrassant;1;0;-0.0485
drôlesse;1;0;-0.0485
illusion;1;0;-0.0485
moda;1;0;-0.0485
tentation;1;0;-0.0485
conseiller;1;0;-0.0485
consolant;1;0;-0.0485
augmenter;1;0;-0.0485
important;1;0;-0.0485
Saint-Marc;1;0;-0.0485
poteler;1;0;-0.0485
vigoureux;1;0;-0.0485
amoureusement;1;0;-0.0485
pincer;1;0;-0.0485
habitable;1;0;-0.0485
très-heureuses;1;0;-0.0485
compliment;1;0;-0.0485
invite;1;0;-0.0485
macaroni;1;0;-0.0485
perdrix;1;0;-0.0485
Lombardie;1;0;-0.0485
œuf;1;0;-0.0485
esturgeon;1;0;-0.0485
Montepulciano;1;0;-0.0485
lacryma-christi;1;0;-0.0485
chypre;1;0;-0.0485
samos;1;0;-0.0485
regardant;1;0;-0.0485
confusion;1;0;-0.0485
confesseur;1;0;-0.0485
suite|suites;1;0;-0.0485
reconnaissance;1;0;-0.0485
furie;1;0;-0.0485
outrer;1;0;-0.0485
rhume;1;0;-0.0485
intenter;1;0;-0.0485
criminel;1;0;-0.0485
succéder;1;0;-0.0485
supplanter;1;0;-0.0485
récompense;1;0;-0.0485
abîme;1;0;-0.0485
profession;1;0;-0.0485
indifféremment;1;0;-0.0485
avocat;1;0;-0.0485
insulte;1;0;-0.0485
avanie;1;0;-0.0485
emprunter;1;0;-0.0485
jupe;1;0;-0.0485
dégoûtant;1;0;-0.0485
rançonner;1;0;-0.0485
perspective;1;0;-0.0485
vieillesse;1;0;-0.0485
fumier;1;0;-0.0485
Frère;1;0;-0.0485
complaisance;1;0;-0.0485
amusant;1;0;-0.0485
confiance;1;0;-0.0485
envier;1;0;-0.0485
récréation;1;0;-0.0485
forcer;1;0;-0.0485
endosser;1;0;-0.0485
aîné;1;0;-0.0485
confondre;1;0;-0.0485
discorde;1;0;-0.0485
monastère;1;0;-0.0485
mur;1;0;-0.0485
dortoir;1;0;-0.0485
confrère;1;0;-0.0485
ménage;1;0;-0.0485
marmot;1;0;-0.0485
médiocre;1;0;-0.0485
pococurante;1;0;-0.0485
gondole;1;0;-0.0485
statue;1;0;-0.0485
architecture;1;0;-0.0485
très-poliment;1;0;-0.0485
déconcerter;1;0;-0.0485
mis;1;0;-0.0485
mousser;1;0;-0.0485
las;1;0;-0.0485
coquetterie;1;0;-0.0485
petitesse;1;0;-0.0485
Raphaël;1;0;-0.0485
vanité;1;0;-0.0485
très-rembrunie;1;0;-0.0485
arrondir;1;0;-0.0485
draperie;1;0;-0.0485
imitation;1;0;-0.0485
concerto;1;0;-0.0485
demi-heure;1;0;-0.0485
fatiguer;1;0;-0.0485
très-mal;1;0;-0.0485
chanson;1;0;-0.0485
gosier;1;0;-0.0485
pâmer;1;0;-0.0485
châtrer;1;0;-0.0485
fredonner;1;0;-0.0485
rôle;1;0;-0.0485
Caton;1;0;-0.0485
chèrement;1;0;-0.0485
entièrement;1;0;-0.0485
magnifiquement;1;0;-0.0485
relier;1;0;-0.0485
illustrissime;1;0;-0.0485
froidement;1;0;-0.0485
accroire;1;0;-0.0485
lisant;1;0;-0.0485
répétition;1;0;-0.0485
décisif;1;0;-0.0485
Hélène;1;0;-0.0485
Troie;1;0;-0.0485
lecture;1;0;-0.0485
sincère;1;0;-0.0485
monument;1;0;-0.0485
médaille;1;0;-0.0485
rouillé;1;0;-0.0485
excellence;1;0;-0.0485
Virgile;1;0;-0.0485
Énéide;1;0;-0.0485
pieu;1;0;-0.0485
Énée;1;0;-0.0485
Cloanthe;1;0;-0.0485
Achates;1;0;-0.0485
Ascanius;1;0;-0.0485
imbécile;1;0;-0.0485
Latinus;1;0;-0.0485
bourgeois;1;0;-0.0485
Amata;1;0;-0.0485
Lavinia;1;0;-0.0485
désagréable;1;0;-0.0485
debout;1;0;-0.0485
Horace;1;0;-0.0485
profit;1;0;-0.0485
énergique;1;0;-0.0485
graver;1;0;-0.0485
Brindes;1;0;-0.0485
crocheteur;1;0;-0.0485
Pupilus;1;0;-0.0485
pus;1;0;-0.0485
dégoût;1;0;-0.0485
sorcier;1;0;-0.0485
Mecenas;1;0;-0.0485
lyrique;1;0;-0.0485
astre;1;0;-0.0485
façon;1;0;-0.0485
raisonnable;1;0;-0.0485
Cicéron;1;0;-0.0485
Vénitien;1;0;-0.0485
Rabirius;1;0;-0.0485
Cluentius;1;0;-0.0485
philosophique;1;0;-0.0485
quatre-vingts;1;0;-0.0485
académie;1;0;-0.0485
fatras;1;0;-0.0485
inventer;1;0;-0.0485
épingle;1;0;-0.0485
vain;1;0;-0.0485
douzaine;1;0;-0.0485
Sénèque;1;0;-0.0485
rayon;1;0;-0.0485
républicain;1;0;-0.0485
librement;1;0;-0.0485
césar;1;0;-0.0485
Antonins;1;0;-0.0485
jacobin;1;0;-0.0485
estimable;1;0;-0.0485
commentaire;1;0;-0.0485
Genèse;1;0;-0.0485
imitateur;1;0;-0.0485
Grecs;1;0;-0.0485
création;1;0;-0.0485
Moïse;1;0;-0.0485
compas;1;0;-0.0485
Messiah;1;0;-0.0485
armoire;1;0;-0.0485
tracer;1;0;-0.0485
déguiser;1;0;-0.0485
Lucifer;1;0;-0.0485
crapaud;1;0;-0.0485
pygmée;1;0;-0.0485
rebattre;1;0;-0.0485
imiter;1;0;-0.0485
sérieusement;1;0;-0.0485
invention;1;0;-0.0485
comique;1;0;-0.0485
extravagance;1;0;-0.0485
couleuvre;1;0;-0.0485
accoucher;1;0;-0.0485
vomir;1;0;-0.0485
délicat;1;0;-0.0485
fossoyeur;1;0;-0.0485
poëme;1;0;-0.0485
obscur;1;0;-0.0485
contemporain;1;0;-0.0485
colifichet;1;0;-0.0485
planter;1;0;-0.0485
dessin;1;0;-0.0485
Son;1;0;-0.0485
Or;1;0;-0.0485
çà;1;0;-0.0485
Platon;1;0;-0.0485
estomac;1;0;-0.0485
aliment;1;0;-0.0485
critiquer;1;0;-0.0485
écouler;1;0;-0.0485
suie;1;0;-0.0485
Soyez;1;0;-0.0485
Chine;1;0;-0.0485
agent;1;0;-0.0485
bouleverser;1;0;-0.0485
étonné;1;0;-0.0485
surpris;1;0;-0.0485
mascarade;1;0;-0.0485
différemment;1;0;-0.0485
sire;1;0;-0.0485
coffrer;1;0;-0.0485
pourvoir;1;0;-0.0485
adieu;1;0;-0.0485
gravement;1;0;-0.0485
Mahmoud;1;0;-0.0485
Russies;1;0;-0.0485
partisan;1;0;-0.0485
grand-père;1;0;-0.0485
héréditaire;1;0;-0.0485
Sarmates;1;0;-0.0485
Vistule;1;0;-0.0485
élire;1;0;-0.0485
Corse;1;0;-0.0485
appelle-t;1;0;-0.0485
denier;1;0;-0.0485
secrétaire;1;0;-0.0485
Londres;1;0;-0.0485
paille;1;0;-0.0485
Vos;1;0;-0.0485
Majestés;1;0;-0.0485
sérénissime;1;0;-0.0485
constantinople;1;0;-0.0485
hautesse;1;0;-0.0485
vraisemblable;1;0;-0.0485
ouïr;1;0;-0.0485
très-commun;1;0;-0.0485
égard;1;0;-0.0485
aime-t;1;0;-0.0485
porte-t;1;0;-0.0485
Ragotski;1;0;-0.0485
Grand;1;0;-0.0485
asile;1;0;-0.0485
abject;1;0;-0.0485
Bon;1;0;-0.0485
señor;1;0;-0.0485
Mascarenès;1;0;-0.0485
bravement;1;0;-0.0485
pirater;1;0;-0.0485
Matapan;1;0;-0.0485
Milo;1;0;-0.0485
Nicarie;1;0;-0.0485
Samos;1;0;-0.0485
Petra;1;0;-0.0485
Dardanelles;1;0;-0.0485
Marmara;1;0;-0.0485
Scutari;1;0;-0.0485
Ensuite;1;0;-0.0485
apprécier;1;0;-0.0485
Noire;1;0;-0.0485
chiourme;1;0;-0.0485
galérien;1;0;-0.0485
trait;1;0;-0.0485
ressemblance;1;0;-0.0485
attrister;1;0;-0.0485
rame;1;0;-0.0485
veiller;1;0;-0.0485
Chien;1;0;-0.0485
remener;1;0;-0.0485
éclair;1;0;-0.0485
offre;1;0;-0.0485
proue;1;0;-0.0485
Abraham;1;0;-0.0485
libérateur;1;0;-0.0485
écurer;1;0;-0.0485
vaisselle;1;0;-0.0485
etc;1;0;-0.0485
Pardon;1;0;-0.0485
blessure;1;0;-0.0485
apothicaire;1;0;-0.0485
ambassadeur;1;0;-0.0485
fonction;1;0;-0.0485
chaud;1;0;-0.0485
fût;1;0;-0.0485
capital;1;0;-0.0485
verse;1;0;-0.0485
orage;1;0;-0.0485
nombril;1;0;-0.0485
clavicule;1;0;-0.0485
exécuteur;1;0;-0.0485
sous-diacre;1;0;-0.0485
mouiller;1;0;-0.0485
nouer;1;0;-0.0485
respirer;1;0;-0.0485
hérétique;1;0;-0.0485
exorciser;1;0;-0.0485
Ayez;1;0;-0.0485
enhardir;1;0;-0.0485
recoudre;1;0;-0.0485
suivi;1;0;-0.0485
fantaisie;1;0;-0.0485
mosquée;1;0;-0.0485
patenôtre;1;0;-0.0485
téton;1;0;-0.0485
tulipe;1;0;-0.0485
anémone;1;0;-0.0485
renoncule;1;0;-0.0485
hyacinthe;1;0;-0.0485
très-respectueux;1;0;-0.0485
latte;1;0;-0.0485
Marseille;1;0;-0.0485
napolitain;1;0;-0.0485
Corfou;1;0;-0.0485
enchaînement;1;0;-0.0485
convenir|convier;1;0;-0.0485
Leibnitz;1;0;-0.0485
subtil;1;0;-0.0485
consolation;1;0;-0.0485
serviette;1;0;-0.0485
ficelle;1;0;-0.0485
sécher;1;0;-0.0485
pâlir;1;0;-0.0485
rembrunir;1;0;-0.0485
sèche;1;0;-0.0485
ridé;1;0;-0.0485
écaillé;1;0;-0.0485
enlaidir;1;0;-0.0485
promesse;1;0;-0.0485
bassesse;1;0;-0.0485
vôtre;1;0;-0.0485
infamie;1;0;-0.0485
reprocher;1;0;-0.0485
inflexible;1;0;-0.0485
retuerais;1;0;-0.0485
conclusion;1;0;-0.0485
vivement;1;0;-0.0485
approuver;1;0;-0.0485
friponner;1;0;-0.0485
insupportable;1;0;-0.0485
infirme;1;0;-0.0485
légume;1;0;-0.0485
excéder;1;0;-0.0485
maudissait;1;0;-0.0485
fermement;1;0;-0.0485
également;1;0;-0.0485
patience;1;0;-0.0485
exil;1;0;-0.0485
Lemnos;1;0;-0.0485
Mytilène;1;0;-0.0485
Erzeroum;1;0;-0.0485
empailler;1;0;-0.0485
dissertation;1;0;-0.0485
excessif;1;0;-0.0485
pire;1;0;-0.0485
passé;1;0;-0.0485
léthargie;1;0;-0.0485
confirmer;1;0;-0.0485
raccommoder;1;0;-0.0485
brouiller;1;0;-0.0485
prévoir;1;0;-0.0485
dissiper;1;0;-0.0485
regorger;1;0;-0.0485
eh;1;0;-0.0485
philosopher;1;0;-0.0485
très-fameux;1;0;-0.0485
Hautesse;1;0;-0.0485
Égypte;1;0;-0.0485
embarrasse-t;1;0;-0.0485
origine;1;0;-0.0485
nouvelle;1;0;-0.0485
empaler;1;0;-0.0485
catastrophe;1;0;-0.0485
bonhomme;1;0;-0.0485
misérablement;1;0;-0.0485
contenter;1;0;-0.0485
sorbet;1;0;-0.0485
kaïmak;1;0;-0.0485
confire;1;0;-0.0485
orange;1;0;-0.0485
citron;1;0;-0.0485
limon;1;0;-0.0485
ananas;1;0;-0.0485
datte;1;0;-0.0485
Moka;1;0;-0.0485
parfumer;1;0;-0.0485
barbe;1;0;-0.0485
vaste;1;0;-0.0485
magnifique;1;0;-0.0485
vice;1;0;-0.0485
grandeur;1;0;-0.0485
rapport;1;0;-0.0485
Églon;1;0;-0.0485
Moabites;1;0;-0.0485
assassiner;1;0;-0.0485
Aod;1;0;-0.0485
Absalon;1;0;-0.0485
dard;1;0;-0.0485
Nadab;1;0;-0.0485
Jéroboam;1;0;-0.0485
Baasa;1;0;-0.0485
Éla;1;0;-0.0485
Zambri;1;0;-0.0485
Ochosias;1;0;-0.0485
Jéhu;1;0;-0.0485
Athalie;1;0;-0.0485
Joïada;1;0;-0.0485
Joachim;1;0;-0.0485
Jéchonias;1;0;-0.0485
Sédécias;1;0;-0.0485
Crésus;1;0;-0.0485
Astyage;1;0;-0.0485
Darius;1;0;-0.0485
Denys;1;0;-0.0485
Syracuse;1;0;-0.0485
Pyrrhus;1;0;-0.0485
Persée;1;0;-0.0485
Annibal;1;0;-0.0485
Jugurtha;1;0;-0.0485
Arioviste;1;0;-0.0485
Pompée;1;0;-0.0485
Néron;1;0;-0.0485
Othon;1;0;-0.0485
Vitellius;1;0;-0.0485
Domitien;1;0;-0.0485
Édouard;1;0;-0.0485
VI;1;0;-0.0485
Marie;1;0;-0.0485
Stuart;1;0;-0.0485
Charles;1;0;-0.0485
Ier;1;0;-0.0485
IV;1;0;-0.0485
Éden;1;0;-0.0485
ut;1;0;-0.0485
operaretur;1;0;-0.0485
eum;1;0;-0.0485
supportable;1;0;-0.0485
Toute;1;0;-0.0485
société;1;0;-0.0485
louable;1;0;-0.0485
pâtissier;1;0;-0.0485
broder;1;0;-0.0485
linge;1;0;-0.0485
menuisier;1;0;-0.0485
confit;1;0;-0.0485
FIN;1;0;-0.0485
DE;1;0;-0.0485
CANDIDE;1;0;-0.0485
