Unité	F	f_Gilblas	score_Gilblas	f_LettresPersanes	score_LettresPersanes	f_Cleveland	score_Cleveland	f_ManonLescaut	score_ManonLescaut	f_Sethos	score_Sethos	f_Marquise	score_Marquise	f_Cabinet	score_Cabinet	f_Marianne	score_Marianne	f_Paysanne	score_Paysanne	f_Egarements	score_Egarements	f_MMeLuz	score_MMeLuz	f_Grecque	score_Grecque	f_Confessions	score_Confessions	f_Candide	score_Candide
nigaud	1	1	0.8332	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
matériellement	1	1	0.8332	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
assûrés	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
devouloir	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
séroit	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
comptezque	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
abordd'employer	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
paroîtriez	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
marechaussée	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
rempliroient	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
détachemens	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
avoientchoisi	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
aparoissoit	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
empêcheroient	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
Jesçavois	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
flattoisencore	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
Gélimene	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
sinistrement	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
pasquelle	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
quiconnoisse	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
très-fidele	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
coutât	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
réveillérent	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
peut-êtreaussi	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
aprèscela	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
Sont-cevos	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
rez	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
chaussée	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
avoitbeaucoup	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
faitnaître	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
voudriezme	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
assureencore	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
ardeurnaturelle	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
protége	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
malheurd'être	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
reconnoîtra	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
entreprenois	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
Ceuxdont	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
vigilans	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
deprendre	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
déjeûnant	1	1	0.8332	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
desseinqu'il	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
coqueluche	1	1	0.8332	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
moyenpresque	1	0	-0.069	0	-0.0197	1	0.5771	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
dispensateur	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
begue	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
joyelorsque	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
repentirqu'il	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
lorgnerie	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
manege	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
très-reconnoissante	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	0	-0.0135	0	-0.0109	0	-0.0352	1	0.9315	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
amuserois	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
vousme	1	0	-0.069	0	-0.0197	0	-0.1336	0	-0.0152	0	-0.0523	1	1.5151	0	-0.0109	0	-0.0352	0	-0.0541	0	-0.0178	0	-0.0073	0	-0.0207	0	-0.0104	0	-0.0083
